FID,SampleID,Species,Latitude,Longitude,dem3s_int,ADBed,Pclay,pH,Psand,Psilt,SOC,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,HLI,CTI
198,NSW0011,Eucalyptus melliodora,-33.0363221,150.1634771,324,2393,30,67,54,16,60,15.9333,11.8500004,43.8889008,525.6530151,28.6000004,1.6,27,21.7000008,9.25,22.3332996,9.25,638,85,29,27.0965996,209,113,207,113,0.895464,10.4245005
199,NSW0012,Eucalyptus melliodora,-32.97420709,150.1042704,463,1839,32,65,47,21,61,15.0707998,12.0082998,44.6405983,517.7730103,27.7000008,0.8,26.8999996,20.8833008,8.5500002,21.4500008,8.5500002,678,87,38,23.9664993,217,126,216,126,0.903396,10.4441004
200,NSW0013,Eucalyptus melliodora,-32.95507682,150.0824443,498,1804,32,66,47,21,62,14.8125,12.4582996,45.8027,520.8870239,27.6000004,0.4,27.2000008,21.2332993,8.25,21.2332993,8.25,687,87,40,23.3803005,219,129,219,129,0.90433,9.2415104
201,NSW0014,Eucalyptus melliodora,-32.90411761,150.0378866,681,1869,31,65,47,23,72,13.9167004,11.1999998,43.75,506.2309875,26,0.4,25.6000004,20.2000008,7.5999999,20.2000008,7.5999999,729,88,39,20.4158993,224,143,224,143,0.900779,11.4112997
202,NSW0015,Eucalyptus melliodora,-32.9797285,149.7962746,883,2255,34,63,46,20,67,12.9917002,11.4333,43.9743996,507.7479858,25.2999992,-0.7,26,19.3167,9.96667,19.3167,6.6833301,805,92,47,16.4687996,234,164,234,178,0.91357,8.7768297
203,NSW0137,Eucalyptus melliodora,-31.40040787,149.7085042,425,2407,46,69,36,18,63,16.4958,13.0583,45.6585007,565.2490234,29.8999996,1.3,28.6000004,22.1333008,9.3333302,23.3500004,9.3333302,694,113,36,36.2005997,254,123,253,123,0.887633,10.2617998
204,NSW0142,Eucalyptus melliodora,-31.2737356,149.3367654,507,1820,29,65,59,12,57,16.1124992,14.5417004,48.1511993,578.2930298,30.6000004,0.4,30.2000008,21.8500004,8.8333302,23.1833,8.8333302,809,132,46,33.4435005,282,158,280,158,0.881422,9.7509298
205,NSW0148,Eucalyptus melliodora,-31.58507117,149.3990021,405,2835,35,70,49,16,58,16.6958008,14.2582998,47.2130013,589.0380249,31,0.8,30.2000008,22.5667,9.28333,23.8833008,9.28333,668,109,37,34.1306,238,124,236,124,0.898217,10.3663998
206,NSW0174,Eucalyptus melliodora,-31.75691092,148.7542546,299,5124,37,68,49,14,49,17.1625004,13.7917004,46.1259995,594.5780029,31.2999992,1.4,29.8999996,24.3999996,9.6999998,24.3999996,9.6999998,597,85,36,25.2497005,192,118,192,118,0.898872,11.8998003
207,NSW0175,Eucalyptus melliodora,-31.82180948,148.8683249,314,3423,29,66,56,15,57,17.0457993,13.6416998,45.777401,592.7529907,31.2999992,1.5,29.7999992,24.2667007,9.5833302,24.2667007,9.5833302,616,88,38,25.1571999,199,122,199,122,0.889934,10.9548998
208,NSW0180,Eucalyptus melliodora,-31.8304601,149.1688524,349,3695,36,69,47,18,57,16.9417,13.9666996,46.7112999,587.2540283,31.1000004,1.2,29.8999996,22.7166996,9.5500002,24.1000004,9.5500002,647,98,38,28.6284008,216,124,216,124,0.896721,11.6950998
209,NSW0181,Eucalyptus melliodora,-31.96752492,149.3376142,400,2635,32,66,53,15,51,16.5750008,13.4167004,46.5856018,567.9050293,30.2000008,1.4,28.7999992,22.2000008,9.46667,23.5333004,9.46667,666,99,38,27.9897995,221,129,219,129,0.892153,11.7882004
210,NSW0188,Eucalyptus melliodora,-32.18741921,149.2692459,395,2426,31,68,54,15,50,16.5916996,13.1167002,46.0233994,565.3029785,30,1.5,28.5,22.1166992,13.2666998,23.5,9.5,679,94,40,23.8395004,215,138,213,138,0.898697,10.1967001
211,J296,Eucalyptus melliodora,-30.65167,150.87812,414,2984,38,67,44,18,50,17.0291996,12.2082996,45.3841019,538.4550171,29.6000004,2.7,26.8999996,22.3167,10.0832996,23.4167004,10.0832996,688,100,32,37.0376015,260,115,259,115,0.90246,10.9308004
212,J318,Eucalyptus melliodora,-31.37365,151.13779,519,2121,30,66,51,19,78,16.0125008,11.9083004,45.4516983,507.7319946,28.2000008,2,26.2000008,20.9832993,16.5667,22.1000004,9.4499998,783,112,37,30.5781002,276,133,270,172,0.898308,12.5007
213,J319,Eucalyptus melliodora,-31.55948,151.05664,748,1813,32,63,46,22,69,14.1792002,12.1917,46.7113991,513.085022,26.2999992,0.2,26.1000004,19.0832996,14.6999998,20.2833004,7.5500002,854,112,46,25.8484001,284,151,283,193,0.862619,8.7883701
214,NSW0078,Eucalyptus melliodora,-32.11770357,151.0914407,263,1963,33,65,46,21,67,17.0958004,12.7250004,46.7831001,498.7820129,29.7999992,2.5999999,27.2000008,23.0333004,10.6499996,23.0333004,10.6499996,802,106,44,25.5249004,265,154,265,154,0.900163,10.0390997
215,NSW0079,Eucalyptus melliodora,-32.13996582,151.1047273,276,2293,32,67,46,22,64,17.0167007,12.7166996,46.9249992,495.9620056,29.7000008,2.5999999,27.1000004,22.9333,11.6667004,22.9333,10.6167002,836,108,47,24.2963009,271,163,271,165,0.883504,10.7277002
216,NSW0082,Eucalyptus melliodora,-32.04688839,150.6718526,257,2749,34,67,45,21,55,17.1749992,12.3832998,46.0346985,511.1600037,29.8999996,3,26.8999996,23.3500004,10.6667004,23.3500004,10.6667004,665,99,34,32.0792007,234,114,234,114,0.902901,11.8294001
217,NSW0088,Eucalyptus melliodora,-31.78305692,150.9139098,427,2816,33,66,45,22,58,16.1707993,13.375,48.1114998,518.3599854,29.2000008,1.4,27.7999992,21.2833004,13,22.3999996,9.5500002,844,118,49,26.5538006,286,169,283,175,0.900163,10.0390997
218,NSW0091,Eucalyptus melliodora,-31.73216192,150.6693047,422,2516,40,66,40,20,57,16.6958008,13.6750002,49.1906013,519.4899902,29.7999992,2,27.7999992,21.8167,13.75,22.9333,10.0667,750,112,42,31.2119999,267,146,262,147,0.89807,10.4245005
219,NSW0093,Eucalyptus melliodora,-31.76386965,150.6680448,463,2734,37,64,42,21,59,16.3041992,12.9582996,47.2932014,512.3939819,29.2000008,1.8,27.3999996,21.4167004,16.7667007,22.4666996,9.75,778,113,44,29.2672997,272,154,266,157,0.905487,10.5403004
220,NSW0096,Eucalyptus melliodora,-31.15869398,151.0484082,417,2851,39,67,40,21,52,16.8666992,13.3500004,47.5088997,540.7329712,30,1.9,28.1000004,22.1333008,17.5,23.2833004,9.8999996,709,97,36,30.9463005,253,127,248,141,0.901963,11.5177002
221,NSW0097,Eucalyptus melliodora,-31.23102997,151.1084895,446,3769,34,65,47,19,52,16.6292,12.9582996,47.1212006,524.8740234,29.5,2,27.5,21.7999992,17.2166996,22.8833008,9.8666697,756,109,39,31.2926006,269,133,263,155,0.881999,9.6143904
222,NSW0098,Eucalyptus melliodora,-31.41448109,151.1365435,555,1902,34,64,47,19,62,15.6833,13.0333004,47.7411003,510.9849854,28.3999996,1.1,27.2999992,20.6667004,16.2833004,21.7999992,9.0833302,796,113,39,30.1007996,278,135,275,176,0.889449,10.3404999
223,NSW0101,Eucalyptus melliodora,-31.44565078,151.0999205,640,2693,33,63,46,22,58,15.1625004,13.0082998,47.8247986,507.269989,27.8999996,0.7,27.2000008,20.1000004,15.7833004,21.25,8.6333303,823,113,42,28.3045006,281,141,279,185,0.892036,10.0778999
224,NSW0105,Eucalyptus melliodora,-31.4757414,150.9396289,612,2521,31,65,46,23,55,15.4499998,13.1667004,47.7052994,513.7919922,28.3999996,0.8,27.6000004,20.5,16.0167007,21.6166992,8.8500004,816,114,44,28.1770992,278,146,277,180,0.893235,10.8731003
225,NSW0108,Eucalyptus melliodora,-31.37221894,150.8601643,555,2615,34,66,49,17,51,16.0457993,13.7917004,48.906601,527.2199707,29.2999992,1.1,28.2000008,21.2166996,16.6499996,22.3332996,9.2666702,785,118,44,30.5373993,271,144,271,169,0.884457,15.1959
226,NSW0120,Eucalyptus melliodora,-31.19051999,150.8392117,435,2403,41,69,41,18,50,16.8458004,13.9250002,48.0172005,555.2540283,30.6000004,1.6,29,22.25,17.5499992,23.4333,9.6999998,694,103,38,32.1096992,247,129,246,138,0.894787,11.2488003
227,NSW0128,Eucalyptus melliodora,-31.45970875,150.5936909,337,5589,44,69,36,20,52,17.1417007,14.4333,49.0929985,552.9130249,31.1000004,1.7,29.3999996,22.5832996,10.0667,23.75,10.0667,694,105,39,32.7495003,251,133,247,133,0.893659,11.8184996
228,NSW0129,Eucalyptus melliodora,-31.42181005,150.4888877,317,5312,53,71,28,19,61,17.3875008,15.0916996,50.4738007,541.2449951,31.6000004,1.7,29.8999996,22.8666992,10.4333,23.8666992,10.4333,680,106,38,34.0000992,249,128,243,128,0.892296,12.0535002
229,NSW0131,Eucalyptus melliodora,-31.4067932,150.2283943,322,3945,51,71,32,17,58,17.6457996,13.7582998,48.1060982,550.3740234,31.2000008,2.5999999,28.6000004,23.1000004,10.6833,24.2833004,10.6833,676,109,37,35.9790993,250,122,244,122,0.896999,10.0249996
230,NSW0153,Eucalyptus melliodora,-32.07823453,150.241811,372,3077,44,68,33,22,61,16.5,13.2833004,46.9375992,538.7650146,29.8999996,1.6,28.2999992,23.0333004,9.6666698,23.0333004,9.6666698,679,104,37,32.1281013,238,120,238,120,0.908083,11.6075001
231,NSW0159,Eucalyptus melliodora,-31.96406588,150.4233439,357,3112,42,68,40,19,64,16.6082993,13.2166996,46.7019997,531.5360107,30,1.7,28.2999992,22.0333004,9.8333302,23.0167007,9.8333302,702,106,39,31.0025005,245,126,244,126,0.896175,10.8944998
232,NSW0165,Eucalyptus melliodora,-32.13964513,150.3608248,256,2464,34,67,47,18,54,17.1124992,13.6583004,47.4248009,543.1480103,30.7000008,1.9,28.7999992,23.6667004,10.1833,23.6667004,10.1833,648,100,35,33.3367996,232,111,232,111,0.888148,14.1032
233,NSW0421,Eucalyptus melliodora,-30.74259594,151.1421841,844,2251,30,63,55,15,53,14.1792002,12.9083004,47.1106987,527.375,27.1000004,-0.3,27.3999996,19.2667007,11.1167002,20.4832993,7.3333302,814,108,41,29.6494007,287,142,280,166,0.893238,12.0535002
234,NSW0424,Eucalyptus melliodora,-30.71791652,151.007706,854,1345,29,60,54,17,67,13.9708004,11.5749998,45.3922005,510.0069885,25.8999996,0.4,25.5,18.8666992,14.6000004,20.1000004,7.3833299,826,109,43,28.2651005,286,146,279,174,0.887491,10.2779999
235,NSW0336,Eucalyptus melliodora,-29.66700926,151.0560641,609,3003,47,67,37,15,63,16.4041996,13.9917002,50.1492996,520.1329956,29.6000004,1.7,27.8999996,22.5,9.6166697,22.5,9.6166697,797,107,37,36.286499,301,129,301,129,0.907153,9.27318
236,NSW0342,Eucalyptus melliodora,-29.47903049,150.9349163,608,4366,35,65,52,13,58,16.5,13.5,49.2700996,521.2620239,29.5,2.0999999,27.3999996,22.5832996,9.6666698,22.5832996,9.6666698,767,103,35,35.5816994,288,129,288,129,0.888742,9.4885702
237,NSW0344,Eucalyptus melliodora,-29.36829784,150.9126307,522,3394,50,72,34,16,65,17.4708004,13.8916998,49.4365005,529.3109741,30.7999992,2.7,28.1000004,23.6667004,10.5500002,23.6667004,10.5500002,773,103,36,35.225399,290,128,290,128,0.8982,10.0684004
238,NSW0346,Eucalyptus melliodora,-29.24407921,150.8960443,426,3041,42,70,41,17,60,17.8458004,14.0916996,49.0998993,538.7420044,31.5,2.8,28.7000008,24.1000004,10.75,24.1000004,10.75,771,108,36,35.8652992,289,128,289,128,0.877656,9.3090496
239,NSW0347,Eucalyptus melliodora,-29.53112084,150.5629587,345,3256,25,66,62,13,53,17.7707996,13.7582998,47.2794991,560.5089722,31.6000004,2.5,29.1000004,24.3833008,10.5,24.3833008,10.5,714,97,34,33.6940994,264,124,264,124,0.910749,10.1859999
240,NSW0349,Eucalyptus melliodora,-29.56176172,150.5434104,322,1835,37,71,48,14,48,18.1667004,13.9499998,47.4490013,565.4940186,32.0999985,2.7,29.3999996,24.7833004,14.8832998,24.7833004,10.8000002,716,97,34,34.0530014,267,125,267,125,0.897562,10.4945002
241,NSW0360,Eucalyptus melliodora,-29.78798241,150.9468755,653,3618,49,67,36,15,59,15.7208004,13.7582998,48.2748985,542.7269897,29.2999992,0.8,28.5,22.1166992,12.6999998,22.1166992,8.6666698,824,109,40,33.6316986,305,141,305,142,0.888402,12.0535002
242,NSW0365,Eucalyptus melliodora,-30.21748169,150.9452369,864,1535,26,61,58,16,60,14.25,11.9666996,45.8493004,519.1079712,26.5,0.4,26.1000004,19.2332993,11.3832998,20.4167004,7.5166702,845,115,43,31.1587009,300,146,299,164,0.88416,10.6638002
243,NSW0374,Eucalyptus melliodora,-30.29915655,150.7871889,539,2232,35,65,46,19,57,16.0083008,13.7333002,47.8512993,550.1400146,29.7000008,1,28.7000008,22.5499992,12.75,22.5499992,8.9166698,777,111,40,33.9598999,285,137,285,142,0.898279,12.1616001
244,NSW0378,Eucalyptus melliodora,-30.18187612,150.6538212,704,3707,33,64,48,18,57,15.3583002,12.7666998,46.7643013,537.0620117,28.2000008,0.9,27.2999992,21.7667007,12.3500004,21.7667007,8.4499998,813,116,43,31.3325996,291,148,291,160,0.915716,9.7178001
245,NSW0379,Eucalyptus melliodora,-29.80271428,150.6009026,307,2825,34,69,49,18,62,18.1208,13.6750002,47.9824982,545.4959717,31.6000004,3.0999999,28.5,24.5333004,14.9666996,24.5333004,11.0166998,742,102,38,33.4860001,275,131,275,132,0.90022,9.5617104
246,NSW0380,Eucalyptus melliodora,-29.77251621,151.2015618,658,3494,51,69,32,17,62,15.7582998,13.75,48.4155006,537.4219971,29.2999992,0.9,28.3999996,22.0832996,8.7666702,22.0832996,8.7666702,813,110,37,36.4462013,306,131,306,131,0.891846,10.2903004
247,NSW0385,Eucalyptus melliodora,-29.65709128,151.3777101,840,3276,35,63,47,17,58,14.6792002,12.6917,47.5343018,513.0280151,27.2000008,0.5,26.7000008,20.7000008,11.8667002,20.7000008,7.9833298,877,120,46,33.5239983,321,152,321,156,0.90785,10.1300001
248,NSW0399,Eucalyptus melliodora,-30.17427416,151.0763469,650,2472,36,66,44,20,57,15.4750004,14.0166998,48.5005989,541.9769897,29.2000008,0.3,28.8999996,21.8833008,12.2666998,21.8833008,8.4333296,799,112,36,36.5635986,300,127,300,136,0.894157,13.4341002
249,NSW0404,Eucalyptus melliodora,-30.33818219,151.2148598,726,3049,33,64,49,18,63,15.1583004,13.5333004,48.3333015,531.3870239,28.3999996,0.4,28,20.3332996,12.0333004,21.4500008,8.25,759,106,29,37.9687996,289,110,282,124,0.905832,9.5672197
250,ENE0014,Eucalyptus melliodora,-29.84946,152.00108,968,1735,30,57,48,22,70,14.0458002,11.5583,47.7616997,461.5119934,25.5,1.3,24.2000008,19.3999996,7.9833298,19.3999996,7.9833298,917,138,35,45.8395004,381,116,381,116,0.873706,12.3280001
251,ENE0026,Eucalyptus melliodora,-30.51734,151.97252,1084,2557,34,60,45,21,70,13.3957996,11.9250002,48.6735001,464.4230042,24.7999992,0.3,24.5,18.8500004,7.3833299,18.8500004,7.3833299,846,126,31,42.0363998,335,117,335,117,0.884941,9.6515102
252,J340,Eucalyptus melliodora,-29.45577,151.55405,868,2758,33,64,50,17,55,14.8583002,12.4499998,47.3384018,507.3770142,27.2999992,1,26.2999992,19.75,12.0832996,20.7999992,8.21667,839,115,40,34.8865013,312,140,309,143,0.891776,16.4237003
253,LBM03E09,Eucalyptus melliodora,-30.54493,151.79367,963,2119,35,62,48,17,65,13.8957996,12.625,48.9341011,483.32901,25.8999996,0.1,25.7999992,19.6000004,7.6333299,19.6000004,7.6333299,804,124,34,40.9370003,315,115,315,115,0.903262,10.5943003
254,NSW0392,Eucalyptus melliodora,-29.46364668,151.4856995,743,2234,33,65,50,17,58,15.3416996,12.9167004,47.6629982,517.0709839,28.2000008,1.1,27.1000004,20.3500004,12.4333,21.3833008,8.5666704,825,113,38,35.2515984,307,138,305,138,0.8976,12.8552999
255,NSW0394,Eucalyptus melliodora,-29.51343359,151.8577896,1029,1668,34,65,46,19,54,13.8167,12.0500002,48.5886993,471.6430054,25.3999996,0.6,24.7999992,19.2667007,7.6166701,19.2667007,7.6166701,858,118,37,37.9999008,330,132,330,132,0.893057,11.0235996
256,LBM02C04,Eucalyptus melliodora,-27.368696,152.03023,675,1616,38,64,44,18,60,17.0042,11.4750004,48.4177017,434.1740112,27.8999996,4.1999998,23.7000008,21.9666996,12.2333002,21.9666996,11.2166996,888,118,33,40.7327003,346,118,346,124,0.900313,10.0608997
