FID,SampleID,Species,Latitude,Longitude,dem3s_int,ADBed,Pclay,pH,Psand,Psilt,SOC,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,HLI,CTI
0,LBM04A05,Eucalyptus melliodora,-37.144361,142.839428,239,2780,34,64,53,12,68,13.6792002,10.9750004,46.5042,448.4440002,24.7000008,1.1,23.6000004,8.9833298,19.3167,19.3167,8.3166704,588,67,27,30.7954998,197,92,92,194,0.883706,10.0837002
1,LBM01B01,Eucalyptus melliodora,-36.632668,144.35019,167,3212,32,68,54,14,59,14.5667,11.9666996,45.5005989,507.0249939,26.7999992,0.5,26.2999992,11.2833004,18.4832993,20.8666992,8.4166698,524,56,27,23.9482994,166,93,99,157,0.90103,9.9787798
2,LBM01G05,Eucalyptus melliodora,-36.42797,144.41092,122,5597,35,74,48,16,43,15.1167002,12.2833004,45.4938011,523.3909912,27.7000008,0.7,27,11.7166996,19.1000004,21.6166992,8.7666702,466,50,25,20.9447994,146,86,92,132,0.891019,11.2488003
3,LBM03C05,Eucalyptus melliodora,-37.285278,143.77778,319,1925,40,64,45,16,76,13.0707998,11.0249996,45.9375,458.5469971,24.2000008,0.2,24,9.9833298,18.7166996,18.8332996,7.5500002,590,63,29,22.7569008,186,105,117,174,0.893962,11.5757999
4,LBM03F11,Eucalyptus melliodora,-36.580471,143.521639,203,3612,34,75,54,12,38,14.6332998,11.6332998,44.7435989,500.0700073,26.7999992,0.8,26,9.3833303,20.6166992,20.8666992,8.5833302,485,54,24,24.5466995,153,85,91,148,0.896803,10.5360003
5,LBM03G08,Eucalyptus melliodora,-37.179444,144.483333,516,1597,31,56,55,14,76,12.3207998,10.3916998,44.0325012,462.6919861,23.3999996,-0.2,23.6000004,6.8166699,18.1833,18.1833,6.8166699,789,91,39,29.2675991,260,128,128,260,0.899768,9.2651596
6,LBM04F02,Eucalyptus melliodora,-36.487921,143.891325,139,3533,35,72,52,13,40,15.2292004,12.0417004,45.2694016,508.8729858,27.6000004,1,26.6000004,12,21.25,21.5499992,9.0166702,463,52,25,23.0902996,146,85,89,134,0.892735,10.8280001
7,LBM04G01,Eucalyptus melliodora,-36.980278,144.047611,331,2854,31,63,55,14,66,13.4125004,10.3583002,44.4564018,460.696991,24.2000008,0.9,23.2999992,10.1833,19.0667,19.1667004,7.9000001,622,70,30,26.3484993,201,107,115,192,0.897095,9.1494398
8,J357,Eucalyptus melliodora,-36.019,146.29446,133,4651,28,64,57,15,59,15.4457998,12.7917004,44.7261009,570.4840088,28.7000008,0.1,28.6000004,9.3999996,19.8500004,22.5499992,8.5,566,62,30,21.7175007,178,101,116,173,0.90957,10.0043001
9,LBM01B08,Eucalyptus melliodora,-36.3675,145.70232,219,2427,29,63,54,17,55,15.1583004,11.8999996,44.7368011,528.8400269,27.5,0.9,26.6000004,9.4833298,21.5832996,21.8167,8.8333302,589,65,30,22.2415009,187,107,110,180,0.915388,10.3972998
10,LBM01C02,Eucalyptus melliodora,-35.819633,145.31187,110,5705,40,76,45,15,40,15.9833002,12.6999998,45.3571014,553.2600098,29,1,28,12.5667,20.1166992,22.8500004,9.25,438,44,25,15.9392996,130,88,95,118,0.887232,10.6610003
11,LBM02H11,Eucalyptus melliodora,-36.54041,146.10739,200,3565,30,64,52,18,53,14.9457998,12.4582996,45.6348991,533.4169922,27.7000008,0.4,27.2999992,9.3000002,21.4500008,21.6667004,8.5666704,741,83,39,24.3600006,240,133,138,232,0.898749,10.2269001
12,LBM03E01,Eucalyptus melliodora,-36.6755,146.26477,241,2178,29,61,53,18,65,14.3042002,10.8583002,43.0886002,506.5190125,26.2000008,1,25.2000008,8.8833303,20.5499992,20.5832996,8.2333298,926,112,44,29.7378006,317,154,160,311,0.892446,10.9548998
13,NSW0588,Eucalyptus melliodora,-36.70668583,145.5224218,165,4146,36,67,47,16,58,14.9417,12.0832996,45.5974998,518.4979858,27.2000008,0.7,26.5,8.71667,21.2332993,21.4500008,8.71667,629,71,33,22.9484005,200,114,119,200,0.886418,10.2481003
14,NSW0590,Eucalyptus melliodora,-36.68968306,145.5132778,156,4382,35,67,52,14,51,14.9708004,12.1416998,45.645401,519.6259766,27.2999992,0.7,26.6000004,9.46667,21.2667007,21.4832993,8.7333298,617,69,32,22.3738995,195,112,116,193,0.898893,10.1349001
15,NSW0595,Eucalyptus melliodora,-36.47566265,145.5227501,123,4143,36,68,45,18,50,15.1833,12.4167004,45.4822998,538.1040039,27.8999996,0.6,27.2999992,9.5166702,21.6833,21.9333,8.71667,561,60,30,19.6483002,172,106,111,168,0.895704,10.8825998
16,NSW0597,Eucalyptus melliodora,-36.46380309,145.5955178,126,4620,34,67,48,17,48,15.2166996,12.4666996,45.4987984,539.2219849,28,0.6,27.3999996,9.53333,21.7332993,21.9832993,8.7666702,549,58,29,20.2542,170,102,106,164,0.891857,13.5514002
17,NSW0599,Eucalyptus melliodora,-36.34743487,145.6323884,128,4625,35,68,52,13,42,15.4833002,12.2666998,45.0979996,538.9609985,28.1000004,0.9,27.2000008,9.6999998,21.9666996,22.2332993,9,535,58,29,19.0667,164,104,107,155,0.893803,11.3301001
18,NSW0602,Eucalyptus melliodora,-36.36247435,145.7416879,159,3870,38,66,46,16,54,15.2917004,12.25,45.2029991,536.9219971,27.8999996,0.8,27.1000004,9.5666704,21.7999992,22.0499992,8.8666697,569,62,30,21.7061005,180,105,108,172,0.8951,11.1253996
19,NSW0603,Eucalyptus melliodora,-36.36400061,145.7918065,143,4519,38,67,47,14,50,15.2958002,12.4417,45.4075012,542.9530029,28.1000004,0.7,27.3999996,9.53333,21.8666992,22.1166992,8.78333,576,64,30,22.2882004,183,106,109,175,0.89392,17.0653992
20,NSW0612,Eucalyptus melliodora,-36.22998018,145.3546983,108,5562,36,71,45,19,46,15.3291998,12.2417002,45.3395004,536.6790161,27.8999996,0.9,27,9.7333298,21.8167,22.0667,8.8833303,492,51,28,17.2292004,146,100,103,138,0.893354,11.4719
21,NSW0615,Eucalyptus melliodora,-36.40728895,145.2953203,115,4069,33,71,46,21,54,14.8708,12.125,45.9280014,513.5949707,27.2000008,0.8,26.3999996,9.4833298,18.7833004,21.25,8.6333303,529,54,29,18.6411991,160,103,107,154,0.891664,12.8582001
22,NSW0619,Eucalyptus melliodora,-36.21380537,145.2007646,104,5243,38,71,42,20,59,15.3000002,12.0667,45.0248985,537.28302,27.7999992,1,26.7999992,9.6833296,21.7999992,22.0499992,8.8833303,467,47,27,17.1403008,138,93,95,130,0.892586,11.7068996
23,NSW0625,Eucalyptus melliodora,-36.46959314,145.1566477,118,4001,39,72,43,18,48,14.9208002,12.0583,45.3320999,524.3800049,27.2999992,0.7,26.6000004,9.4166698,18.9500008,21.4666996,8.5833302,528,54,30,19.2567005,160,102,107,153,0.889739,10.1138
24,NSW0628,Eucalyptus melliodora,-36.58468145,145.2199663,124,4086,38,70,41,22,58,14.8916998,11.7333002,45.1282005,509.5130005,26.8999996,0.9,26,9.5,18.8332996,21.2166996,8.71667,556,58,32,19.3069992,170,107,112,164,0.893528,11.7068996
25,NSW0632,Eucalyptus melliodora,-36.56389919,145.2654182,122,3942,37,72,44,19,54,14.8667002,11.8667002,45.4662018,513.5670166,27,0.9,26.1000004,9.4499998,21.0499992,21.2332993,8.6666698,554,58,31,19.6163006,170,106,110,165,0.891634,11.0014
26,NSW0647,Eucalyptus melliodora,-36.79821152,145.0451716,140,2917,36,68,46,18,61,14.7166996,11.3999996,44.7058983,495.7420044,26.5,1,25.5,9.5,18.5832996,20.8833008,8.6999998,597,63,33,20.6511993,183,111,120,179,0.895675,10.7709999
27,NSW0650,Eucalyptus melliodora,-36.85160223,144.8751731,158,3437,37,70,48,15,59,14.4582996,11.8500004,45.9301987,496.6470032,26.3999996,0.6,25.7999992,9.25,18.3666992,20.6000004,8.4333296,578,62,31,22.6954994,180,104,113,175,0.892071,10.4019003
28,NSW0670,Eucalyptus melliodora,-37.07510836,145.03054,164,2238,34,66,51,15,54,14.2666998,11.4167004,46.2212982,470.5570068,25.7000008,1,24.7000008,9.25,18.0832996,20.0499992,8.53333,621,67,33,24.2520008,196,109,117,194,0.889804,9.5331001
29,NSW0673,Eucalyptus melliodora,-37.10889347,144.961597,201,2061,32,69,52,16,56,14.0749998,11.3999996,46.5306015,466.2449951,25.3999996,0.9,24.5,9.1000004,19.7332993,19.7999992,8.3999996,635,69,33,24.6622009,202,111,118,197,0.900242,9.7509298
30,NSW0675,Eucalyptus melliodora,-37.18870788,144.9654343,229,1939,35,64,48,16,72,13.8957996,11.4250002,46.6327019,467.5440063,25.2000008,0.7,24.5,8.9166698,19.6000004,19.6499996,8.2333298,662,71,35,23.7758999,208,117,125,204,0.902783,10.4235001
31,NSW0677,Eucalyptus melliodora,-37.21574756,144.9630981,246,1965,33,63,50,17,64,13.7542,11.3916998,46.6871986,465.5369873,25,0.6,24.3999996,8.78333,19.5,19.5,8.1499996,684,73,37,22.8614998,213,122,122,211,0.898941,13.0342999
32,NSW0678,Eucalyptus melliodora,-37.21824068,145.0297231,221,1967,35,63,47,18,69,13.8708,11.375,46.6189003,465.5960083,25.2000008,0.8,24.3999996,8.9333296,19.6166992,19.6166992,8.25,687,73,37,23.3113995,214,122,122,213,0.905528,10.2867002
33,NSW0681,Eucalyptus melliodora,-36.82891527,145.5599929,257,2330,27,61,56,17,61,14.3625002,11.2749996,44.5652008,503.1629944,26.1000004,0.8,25.2999992,8.3833303,20.5167007,20.6833,8.3833303,723,84,36,25.9186993,237,126,132,237,0.883323,11.0642996
34,NSW0682,Eucalyptus melliodora,-36.87820162,145.5925634,269,1950,29,62,55,16,54,14.1332998,11.2833004,44.7751007,497.5679932,25.7999992,0.6,25.2000008,8.8000002,20.2166996,20.3833008,8.21667,749,88,38,26.4242992,248,130,136,246,0.908248,9.8662701
35,NSW0685,Eucalyptus melliodora,-36.98823111,145.6909403,365,1921,31,60,50,19,67,13.3125,12.0583,46.7377014,492.2269897,25.3999996,-0.4,25.7999992,8.0833302,19.4167004,19.4167004,7.4000001,825,100,41,27.8883991,279,137,137,272,0.8941,11.2292004
36,NSW0687,Eucalyptus melliodora,-36.99042851,145.9890424,333,2843,30,65,51,19,78,13.5417004,11.4167004,44.7711983,505.6400146,25.3999996,-0.1,25.5,8.1999998,19.7332993,19.8332996,7.4499998,962,121,45,30.8784008,332,152,163,328,0.899506,9.8036098
37,NSW0689,Eucalyptus melliodora,-36.82334994,146.0078204,243,2200,30,60,51,19,75,13.9666996,10.3832998,43.0844002,483.4169922,25.2000008,1.1,24.1000004,8.7666702,19.9666996,19.9666996,8.1499996,955,119,42,32.8471985,334,147,147,333,0.892512,11.6701002
38,NSW0690,Eucalyptus melliodora,-36.74976647,145.9841084,213,3379,28,62,53,19,56,14.5,11.8667002,44.7798996,522.3720093,27,0.5,26.5,9.0166702,20.8999996,21.0667,8.28333,849,102,39,30.0107994,289,137,143,287,0.894257,11.3604002
39,NSW0706,Eucalyptus melliodora,-36.13261021,146.2054179,132,4001,37,65,50,13,53,15.2707996,12.3083,44.274601,558.1560059,28.2999992,0.5,27.7999992,9.3999996,19.6833,22.2667007,8.5666704,585,64,31,22.4178009,184,104,120,179,0.888838,10.7130003
40,NSW0713,Eucalyptus melliodora,-36.2500022,146.3146025,148,4727,34,66,51,15,50,15.1000004,12.75,44.8944016,565.5529785,28.3999996,0,28.3999996,9.1499996,19.5832996,22.2000008,8.3166704,630,68,34,22.2378998,199,113,127,190,0.889275,10.6399002
41,J373,Eucalyptus melliodora,-37.46662,147.83218,163,782,25,58,58,17,80,13.7292004,11.0749998,49.8874016,404.269989,24.2000008,2,22.2000008,15.4666996,9.4499998,18.75,8.7666702,755,80,50,16.5501995,223,167,186,176,0.878286,12.3894997
42,LBM01H10,Eucalyptus melliodora,-36.388,146.481,176,3454,34,64,49,17,52,14.8667002,13.2333002,45.9491005,562.3380127,28.3999996,-0.4,28.7999992,8.96667,19.2332993,21.8999996,8.1333303,693,77,38,22.5944004,220,127,136,213,0.895275,10.9548998
43,NSW0725,Eucalyptus melliodora,-36.4303427,146.5481197,201,3383,31,61,52,17,63,14.8458004,12.625,44.9287987,559.9979858,27.8999996,-0.2,28.1000004,8.9833298,21.6499996,21.9167004,8.1833296,754,87,42,23.3111992,242,140,145,236,0.89485,10.4561996
44,NSW0729,Eucalyptus melliodora,-36.47405047,146.6355561,229,3986,30,63,53,17,71,14.6875,12.375,44.5144005,558.2650146,27.6000004,-0.2,27.7999992,8.8000002,21.4666996,21.75,8.0500002,855,102,46,25.3715,280,155,160,276,0.88887,9.70784
45,NSW0731,Eucalyptus melliodora,-36.44887978,146.6900036,332,2443,29,62,52,19,72,13.8625002,11.4750004,43.9654999,522.8339844,26.1000004,0,26.1000004,8.2666702,20.2667007,20.2999992,7.5500002,947,115,45,28.6807003,321,162,168,316,0.904047,9.7087603
46,NSW0734,Eucalyptus melliodora,-36.40131961,146.6911364,563,2069,30,61,47,22,87,12.6792002,10.7917004,42.9947014,510.7099915,24.2999992,-0.8,25.1000004,6.53333,19.0167007,19.0167007,6.53333,1072,132,46,30.9111004,368,172,172,368,0.900323,8.7817001
47,NSW0740,Eucalyptus melliodora,-35.9435879,146.5794818,148,4574,38,65,46,17,56,15.2542,12.9417,44.780899,575.3549805,28.8999996,0,28.8999996,9.0666704,19.8999996,22.3999996,8.28333,571,63,30,22.0373993,180,103,114,173,0.892585,10.4441004
48,NSW0741,Eucalyptus melliodora,-35.87308243,146.5445732,144,5313,40,63,46,13,47,15.6708002,12.5417004,44.3167992,577.2009888,28.7999992,0.5,28.2999992,9.5666704,20.0333004,22.8833008,8.6666698,552,60,29,21.1018009,172,101,111,166,0.897257,10.5657997
49,NSW0747,Eucalyptus melliodora,-35.76691481,146.5847807,173,3088,35,62,51,14,40,15.6708002,12.5749998,43.9684982,577.1970215,29,0.4,28.6000004,9.5166702,20.0167007,22.9167004,8.71667,550,59,30,20.3348999,170,102,115,162,0.894066,16.632
50,NSW0749,Eucalyptus melliodora,-35.7650464,146.6406681,183,4286,34,63,54,12,43,15.4167004,12.9333,44.4444008,588.5700073,28.8999996,-0.2,29.1000004,9.0500002,19.9832993,22.7833004,8.3000002,551,59,30,19.8591003,169,103,116,161,0.892226,10.7709999
51,GOL0035,Eucalyptus melliodora,-36.23574081,149.12084,816,1635,22,70,64,14,62,11.4792004,13.7582998,48.4448013,527.151001,25.1000004,-3.3,28.3999996,16.1166992,5.6999998,17.7833004,4.8166699,544,65,26,27.1966,178,92,168,95,0.91737,8.9220104
52,GOL0036,Eucalyptus melliodora,-35.85174596,149.1861647,834,1297,25,64,58,17,65,11.3291998,12.3083,46.6225014,512.9790039,24.2000008,-2.2,26.3999996,15.8667002,6.0166702,17.4832993,4.9000001,632,71,34,20.7544994,194,119,186,120,0.87458,12.1931
53,GOL0037,Eucalyptus melliodora,-35.85356534,149.1830405,852,1319,23,63,61,16,67,11.4041996,12.4582996,46.8358002,515.1450195,24.3999996,-2.2,26.6000004,15.9499998,6.03333,17.5832996,4.9499998,623,71,34,21.2500992,192,117,184,118,0.899664,10.1660004
54,GOL0038,Eucalyptus melliodora,-35.84869579,149.1754083,798,2073,24,64,58,19,66,11.5375004,12.6917,47.0061989,518.9680176,24.7000008,-2.3,27,16.1166992,6.1166701,17.7667007,5.0166702,617,71,33,21.6217995,191,115,182,115,0.915367,8.9724903
55,GOL0039,Eucalyptus melliodora,-35.78823058,149.1674645,804,1769,23,66,60,17,62,11.6125002,13.2917004,47.9844017,525.8809814,25.2000008,-2.5,27.7000008,16.2667007,6.0999999,17.9167004,5.0166702,640,73,37,20.8719997,197,120,186,122,0.906601,10.4252996
56,GOL0040,Eucalyptus melliodora,-35.78673123,149.1813752,861,2011,25,69,58,17,61,11.5,13.25,48.0071983,522.7160034,25,-2.5999999,27.6000004,16.1166992,6.0666699,17.7833004,4.9499998,649,73,38,19.9990997,198,123,187,125,0.903325,9.2992296
57,GOL0041,Eucalyptus melliodora,-35.79441877,149.1830167,872,1879,22,65,63,15,63,11.5249996,13.3000002,48.0144005,523.9559937,25.1000004,-2.5999999,27.7000008,16.1667004,6.0666699,17.8167,4.96667,643,72,37,19.9694996,196,122,182,124,0.905778,9.5253897
58,J375,Eucalyptus melliodora,-37.40165,148.21443,239,1693,33,58,48,19,85,13.8667002,10.4666996,48.6822014,398.0480042,23.7999992,2.3,21.5,15.5500002,16.9832993,18.7999992,9,796,88,51,16.2483997,238,171,194,190,0.876659,9.5260296
59,LBM01C04,Eucalyptus melliodora,-36.86476,148.85016,737,2012,23,68,62,15,68,11.7250004,12.1833,47.7778015,482.3500061,24,-1.5,25.5,16.0333004,5.75,17.6000004,5.75,591,69,36,21.1140995,186,119,165,119,0.904093,9.0513201
60,LBM01E06,Eucalyptus melliodora,-36.63518,149.56728,195,2024,30,66,53,18,61,14.6792002,12.5249996,53.7554016,393.8649902,25.7000008,2.4000001,23.2999992,19.4333,10.4167004,19.4832993,9.78333,734,88,35,27.3057003,238,121,221,129,0.889402,9.7371197
61,EMW0001,Eucalyptus melliodora,-36.18417333,150.0986026,128,1011,24,56,56,19,90,15.6583004,8.1833296,47.8557014,321.8330078,24,6.9000001,17.1000004,19.5499992,11.9833002,19.5499992,11.6167002,913,116,38,29.7759991,305,133,305,168,0.914273,9.0190697
62,J358,Eucalyptus melliodora,-35.38973,146.35303,135,5674,40,70,48,12,44,16.3083,13.1332998,44.6711998,589.6019897,30.1000004,0.7,29.3999996,12.6332998,20.5832996,23.6333008,9.0833302,460,46,28,15.1122999,132,91,103,127,0.901654,10.6368999
63,LBM02F01,Eucalyptus melliodora,-35.03333,147.33333,197,4030,41,63,47,12,42,15.7582998,12.6999998,43.3446999,601.9619751,29.5,0.2,29.2999992,11.7333002,20.2999992,23.3167,8.46667,572,57,36,14.8518,163,119,128,154,0.894257,14.7615995
64,LBM03B07,Eucalyptus melliodora,-35.26495,147.310133,272,2607,32,60,55,14,44,15.3916998,11.3832998,41.0951004,574.3330078,28.3999996,0.7,27.7000008,9.25,22.2833004,22.6833,8.53333,638,65,38,17.8616009,189,126,138,181,0.897441,12.6744003
65,LBM04F03,Eucalyptus melliodora,-35.299683,147.165733,242,4567,36,61,52,12,45,15.5,12.4833002,43.6479988,586.4030151,28.8999996,0.3,28.6000004,9.25,22.5333004,22.8999996,8.46667,601,61,36,16.6620998,175,122,134,169,0.889894,10.3698997
66,LBM04G05,Eucalyptus melliodora,-35.37515,147.25261,263,4216,36,66,45,19,45,15.1457996,12.8249998,43.9211998,583.2839966,28.7999992,-0.4,29.2000008,8.9333296,22.2000008,22.5167007,8.1499996,643,68,38,17.8731003,193,128,139,186,0.893519,11.4415998
67,NSW0047,Eucalyptus melliodora,-35.20175368,148.0307351,254,2445,28,61,55,17,51,15.0667,13.8000002,46.6216011,569.8939819,29.2000008,-0.4,29.6000004,9.1499996,19.4167004,22.2166996,8.1833296,792,88,40,23.0081005,251,142,159,240,0.880992,9.4856195
68,NSW0058,Eucalyptus melliodora,-35.31313241,147.774603,258,2452,31,59,55,14,53,15.2958002,12.3583002,42.9109001,583.5180054,28.7000008,-0.1,28.7999992,9.1499996,19.6833,22.6499996,8.2333298,713,76,37,20.1788006,217,135,148,208,0.894513,9.6143904
69,NSW0060,Eucalyptus melliodora,-35.3735661,147.8100868,272,3897,29,60,53,18,55,14.9167004,12.1000004,42.7561989,574.6430054,28,-0.3,28.2999992,8.9166698,19.25,22.1333008,7.9333301,765,83,38,22.0400009,237,140,156,228,0.899006,9.6016197
70,NSW0523,Eucalyptus melliodora,-34.7388676,146.5693881,168,3372,38,69,47,14,42,16.5874996,12.5417004,43.396801,591.8079834,30.1000004,1.2,28.8999996,12.8332996,23.5,23.9832993,9.3500004,487,50,32,13.5438995,140,106,110,124,0.896803,12.6155005
71,NSW0524,Eucalyptus melliodora,-34.77032237,146.5497958,146,5527,44,73,45,10,41,16.6082993,12.6499996,43.7715988,595.25,30.1000004,1.2,28.8999996,12.8667002,23.5832996,24.0167007,9.3166704,470,48,31,12.9510002,134,103,107,122,0.892502,12.8582001
72,NSW0525,Eucalyptus melliodora,-35.06083787,147.0545087,172,5234,38,68,45,17,50,15.9333,12.3667002,42.7911987,600.0880127,29.3999996,0.5,28.8999996,11.9167004,23.1000004,23.4500008,8.6833296,520,53,31,17.3213997,150,105,117,139,0.897959,10.2816
73,NSW0526,Eucalyptus melliodora,-35.07905753,147.1103599,173,5771,40,65,45,16,45,15.8957996,12.2417002,42.6539001,598.6400146,29.2999992,0.6,28.7000008,11.8999996,23.0499992,23.3999996,8.6666698,534,55,33,16.1912003,150,110,122,143,0.889808,11.2292004
74,NSW0528,Eucalyptus melliodora,-35.05788468,147.1865108,174,6044,43,65,43,13,46,15.8458004,12.5082998,43.2813988,597.6069946,29.2999992,0.4,28.8999996,9.6499996,20.4333,23.3332996,8.6166697,554,57,35,15.9385004,158,115,127,152,0.893528,11.7068996
75,NSW0530,Eucalyptus melliodora,-35.02321906,147.4172187,247,2341,34,59,55,11,40,15.5166998,12.2833004,42.799099,594.0780029,29,0.3,28.7000008,11.4666996,20.0167007,22.9832993,8.3333302,595,61,36,15.8929996,174,121,131,161,0.896111,13.8905001
76,NSW0531,Eucalyptus melliodora,-34.97712839,147.4391223,219,3827,37,66,50,13,42,15.6833,12.7333002,43.6072998,597.8499756,29.2999992,0.1,29.2000008,11.6667004,20.2332993,23.1833,8.4166698,566,57,35,14.1596003,163,118,127,150,0.897863,11.5230999
77,NSW0532,Eucalyptus melliodora,-34.82400267,147.5225195,263,2921,34,65,51,15,40,15.4624996,13.1083002,44.4350014,599.9890137,29.2999992,-0.2,29.5,11.3999996,20.0499992,22.9666996,8.1499996,550,57,32,15.7390003,159,110,127,142,0.891857,11.2488003
78,NSW0533,Eucalyptus melliodora,-34.71558318,147.5382085,289,3960,35,64,49,15,46,15.4292002,12.9417,44.0192986,599.197998,29.2000008,-0.2,29.3999996,11.3667002,20.0333004,22.8999996,8.1166697,570,59,32,16.7159996,164,112,133,148,0.89338,11.7595997
79,NSW0538,Eucalyptus melliodora,-34.8016924,147.5910846,285,4536,37,63,50,14,41,15.4292002,12.9417,44.0192986,598.8980103,29.2000008,-0.2,29.3999996,11.3999996,20,22.9167004,8.1333303,558,57,33,15.3002005,159,113,130,143,0.882789,10.0249996
80,NSW0539,Eucalyptus melliodora,-34.81067277,147.5715215,281,4291,36,64,52,12,37,15.4208002,13.0249996,44.3027,598.8720093,29.2000008,-0.2,29.3999996,11.3999996,20,22.8999996,8.1166697,559,57,33,15.0339003,160,114,130,142,0.891184,11.3301001
81,NSW0540,Eucalyptus melliodora,-34.92185226,147.667587,321,3025,28,61,56,16,43,15.125,12.9499998,44.3493004,592.0440063,28.7000008,-0.5,29.2000008,11.1999998,19.6499996,22.5333004,7.9499998,596,62,36,16.2173004,174,124,134,154,0.910462,9.2801504
82,NSW0544,Eucalyptus melliodora,-35.02020249,147.7697033,324,2349,32,61,55,13,38,15.1957998,12.6416998,44.0475998,582.1409912,28.6000004,-0.1,28.7000008,11.25,19.6333008,22.4832993,8.1333303,647,67,39,17.1779995,191,132,141,173,0.889222,9.5906096
83,NSW0577,Eucalyptus melliodora,-35.27746313,147.5988384,307,1914,30,61,53,16,50,15.0291996,12.3249998,43.2456017,577.4849854,28.3999996,-0.1,28.5,8.8999996,21.9500008,22.3332996,8.1000004,689,72,38,18.8013,207,133,144,198,0.891708,16.0291996
84,NSW0585,Eucalyptus melliodora,-35.72704713,147.3171916,264,3363,28,64,56,16,47,14.9292002,12.8916998,45.0758018,563.8239746,28.2000008,-0.4,28.6000004,9.0166702,21.8167,21.9832993,8.1499996,732,83,40,20.9734001,231,140,148,225,0.892786,14.4677
85,GOL0001,Eucalyptus melliodora,-35.20836473,149.2588769,678,2099,25,67,59,16,51,12.7124996,12.375,46.1753998,528.0800171,25.1000004,-1.7,26.7999992,12.1499996,9.8000002,19.1333008,6.0999999,683,71,47,13.1384001,202,150,169,158,0.88741,10.1660004
86,GOL0002,Eucalyptus melliodora,-35.24763865,149.2807351,785,1965,23,61,57,20,58,12.1457996,11.9417,45.4056015,525,24.3999996,-1.9,26.2999992,11.4833002,9.28333,18.5167007,5.6166701,723,74,50,12.9518003,212,159,176,171,0.895389,10.1279001
87,GOL0003,Eucalyptus melliodora,-35.28911448,149.4522442,734,2348,28,67,52,20,61,12.2417002,13,47.6189995,521.473999,25.1000004,-2.2,27.2999992,11.6667004,6.6999998,18.5667,5.7333298,680,72,46,14.8683996,196,144,179,151,0.895326,15.0247002
88,GOL0004,Eucalyptus melliodora,-35.29944534,149.4607546,747,1850,26,63,56,19,61,12.2166996,12.8667002,47.4785004,518.960022,25,-2.0999999,27.1000004,11.6332998,6.71667,18.5,5.7333298,682,73,46,15.1429996,196,144,180,152,0.887274,9.96632
89,GOL0005,Eucalyptus melliodora,-35.31586063,149.4957254,804,1727,26,65,54,20,64,11.9083004,12.2833004,47.0625992,507.0090027,24.1000004,-2,26.1000004,11.3332996,6.5833302,18.0499992,5.5500002,723,76,51,13.4294004,204,156,188,165,0.899179,9.3847504
90,GOL0056,Eucalyptus melliodora,-34.88100406,149.6216107,695,2069,26,66,57,18,64,12.7041998,12.4250002,46.3619003,519.6829834,25.1000004,-1.7,26.7999992,12.25,7.1833301,19.0333004,6.1999998,695,71,49,11.9022999,192,151,178,159,0.891325,10.2481003
91,GOL0057,Eucalyptus melliodora,-34.77965897,149.6830312,673,2285,30,66,49,20,59,13,12.5,46.468399,519.5100098,25.5,-1.4,26.8999996,17.8666992,7.4333301,19.3332996,6.46667,676,71,46,12.0688,189,144,181,150,0.900764,11.2820997
92,GOL0058,Eucalyptus melliodora,-34.5565892,149.5649045,862,2179,27,64,55,18,64,12.2208004,11.875,44.6428986,521.0020142,24.6000004,-2,26.6000004,8.8500004,16.2000008,18.6166992,5.75,736,77,51,14.3871002,208,155,184,189,0.897706,9.3691301
93,GOL0059,Eucalyptus melliodora,-34.62917958,149.5234976,750,2531,23,65,61,16,65,12.6457996,12.2749996,45.2952003,526.2750244,25.2999992,-1.8,27.1000004,9.3333302,16.6333008,19.1000004,6.0999999,678,71,49,13.3790998,192,148,175,166,0.89744,10.3205996
94,GOL0060,Eucalyptus melliodora,-34.67122455,149.5781598,764,1955,23,63,64,13,59,12.6750002,12.25,45.3703995,523.2219849,25.2999992,-1.7,27,17.5667,7.1500001,19.1000004,6.1500001,671,72,48,12.3660002,187,146,181,155,0.909239,9.1191502
95,J346,Eucalyptus melliodora,-35.06954,148.83661,489,1968,24,60,57,19,56,13.9208002,12.5417004,46.2792015,531.1929932,26.6000004,-0.5,27.1000004,8.1333303,17.9167004,20.5667,7.4166698,853,86,51,16.7360992,254,173,184,232,0.881873,13.5079002
96,LBM02D07,Eucalyptus melliodora,-35.235664,149.16422,616,2426,27,64,54,19,53,13.1292,12.3416996,46.2234993,527.0050049,25.6000004,-1.1,26.7000008,12.5500002,10.1999998,19.5667,6.53333,682,72,44,14.9259996,204,147,170,152,0.908069,10.0461998
97,LBM02D10,Eucalyptus melliodora,-35.40026,149.1318,667,2215,27,65,55,18,54,12.8957996,12.3416996,46.5723,516.1110229,25.2999992,-1.2,26.5,12.2166996,7.5166702,19.2332993,6.4499998,737,78,46,15.9111004,218,154,188,162,0.869924,8.9516401
98,LBM03C10,Eucalyptus melliodora,-34.911785,148.971179,555,2511,32,64,50,18,55,13.5749998,12.9333,46.355999,547.6749878,26.5,-1.4,27.8999996,10.0500002,17.7833004,20.3332996,6.78333,748,74,49,13.6048002,216,161,169,194,0.894083,8.9991102
