"","RC1","RC2","RC6"
"SampleIDLBM01H10",0.900845459014437,0.0638708715069619,-0.0178192960298018
"SampleIDLBM02C03",0.542053583083224,-0.88748668353303,0.87975968092068
"SampleIDLBM02C04",-1.35431784264113,2.3107303525567,1.63242055943491
"SampleIDLBM02D02",0.102583530508024,0.0784897868484572,-1.11823179460846
"SampleIDLBM02D07",0.117075799498123,-0.766505829541033,-0.935209493722897
"SampleIDLBM02D09",1.03672835321681,-1.929750581403,1.11977302243678
"SampleIDLBM02D10",0.114174226610235,-0.459994480715183,-1.06413090930512
"SampleIDLBM02F01",0.745677878112054,-0.85229175195064,0.219056921157819
"SampleIDLBM02G08",0.419153635064424,0.041771783245702,-0.666669559765754
"SampleIDLBM02H11",0.384609333494541,0.202724920804336,0.518842771855855
"SampleIDLBM03B07",0.378361991871853,-0.318434147359608,0.632391855322562
"SampleIDLBM03C03",-0.140927980481258,0.252110874760514,2.68455106672544
"SampleIDLBM03C05",-2.22474197061683,-0.504036652039861,-0.65370733903957
"SampleIDLBM03C10",0.634596984427151,-0.521895514084452,-0.816031235498864
"SampleIDLBM03D01",0.295044975120028,-0.127105912062755,-0.681760938310939
"SampleIDLBM03E01",-0.575997355675603,1.57138445695913,0.594150369770785
"SampleIDLBM03E04",-0.716521618876962,0.274830835256243,-2.18624748724041
"SampleIDLBM03E09",-0.3164223803335,2.58111671937588,-1.40839790481622
"SampleIDLBM03F11",-0.58346773487852,-1.00283491750361,-0.00478854266210339
"SampleIDLBM03G08",-1.82778367675961,1.12435674477196,-0.862624796567584
"SampleIDLBM04A05",-2.05632462413229,-0.0235045152138907,0.0115012185431601
"SampleIDLBM04D08",-1.23102495052958,-0.468453353200665,-0.798206224206462
"SampleIDLBM04F02",-0.383162684800566,-1.16889764055407,0.430399179821543
"SampleIDLBM04F03",0.729760412464136,-0.591834678058179,0.348473092609078
"SampleIDLBM04G01",-1.97459814868057,-0.184592115693958,-0.0477160034493775
"SampleIDLBM04G05",1.07852412846286,-0.513793686799259,-0.119261554664445
"SampleIDNSW0001",0.213778345818788,-0.872335596102002,-1.08169130289187
"SampleIDNSW0002",-1.79951073485701,1.96796496518629,0.268363093335806
"SampleIDNSW0003",-1.27295039425908,2.15270889431826,0.255274378114397
"SampleIDNSW0004",-0.956736525928872,1.83455851897187,-0.598587997961054
"SampleIDNSW0005",-0.909992245823865,0.286379624941267,-0.373410454873017
"SampleIDNSW0006",-1.15677667927527,0.318280948259575,0.0614504238357276
"SampleIDNSW0007",-0.384931133821894,0.143959763549136,0.719421749714506
"SampleIDNSW0008",-0.330374880977885,0.146279908874524,0.882292207818378
"SampleIDNSW0009",-0.0800170427154422,0.211717108470702,0.833710208694109
"SampleIDNSW0010",0.065169849629038,0.209522864527657,0.882174593135746
"SampleIDNSW0011",-0.0254775510602868,0.153795365550894,0.851999884703757
