"","TDiurnRng","TSeas","AveTWrmQtr","PSeas","PWrmQtr"
"1",-1.70759790395136,-2.15802295776303,1.64730134005132,1.21493767590973,2.54106366789546
"2",-1.70759790395136,-2.15802295776303,1.64730134005132,1.21493767590973,2.54106366789546
"3",-1.70759790395136,-2.15802295776303,1.64730134005132,1.21493767590973,2.54106366789546
"4",-1.70759790395136,-2.15802295776303,1.64730134005132,1.21493767590973,2.54106366789546
"5",-1.70759790395136,-2.15802295776303,1.64730134005132,1.21493767590973,2.54106366789546
"6",-1.70759790395136,-2.15802295776303,1.64730134005132,1.21493767590973,2.54106366789546
"7",-1.70759790395136,-2.15802295776303,1.64730134005132,1.21493767590973,2.54106366789546
"8",-1.70759790395136,-2.15802295776303,1.64730134005132,1.21493767590973,2.54106366789546
"9",-0.273033592490737,-1.36308442665634,1.84070944425369,0.565881354037783,1.19343971912585
"10",-0.273033592490737,-1.36308442665634,1.84070944425369,0.565881354037783,1.19343971912585
"11",-0.100885875115462,-1.38818774869129,1.21213310559599,0.62488647420796,1.23990951046273
"12",-0.445181309866011,-1.48142865910681,0.825316897191253,0.329860873357075,1.51872825848403
"13",-0.215651020032312,-1.37384299324274,1.30883715769718,0.62488647420796,1.28637930179961
"14",-0.215651020032312,-1.37384299324274,1.30883715769718,0.62488647420796,1.28637930179961
"15",-0.215651020032312,-1.37384299324274,1.30883715769718,0.62488647420796,1.28637930179961
"16",-0.215651020032312,-1.37384299324274,1.30883715769718,0.62488647420796,1.28637930179961
"17",-0.215651020032312,-1.37384299324274,1.30883715769718,0.62488647420796,1.28637930179961
"18",-0.215651020032312,-1.37384299324274,1.30883715769718,0.62488647420796,1.28637930179961
"19",-0.215651020032312,-1.37384299324274,1.30883715769718,0.62488647420796,1.28637930179961
"20",-0.215651020032312,-1.1873611724117,1.45389323584895,-0.142180088004341,0.473157953404156
"21",-0.215651020032312,-1.1873611724117,1.45389323584895,-0.142180088004341,0.473157953404156
"22",-0.215651020032312,-1.1873611724117,1.45389323584895,-0.142180088004341,0.473157953404156
"23",-0.273033592490737,-1.19453355013597,1.55059728795014,-0.142180088004341,0.473157953404156
"24",-0.273033592490737,-1.19453355013597,1.55059728795014,-0.142180088004341,0.473157953404156
"25",-0.273033592490737,-1.19453355013597,1.55059728795014,-0.142180088004341,0.473157953404156
"26",-0.273033592490737,-1.19453355013597,1.55059728795014,-0.142180088004341,0.473157953404156
"27",-0.273033592490737,-1.19453355013597,1.55059728795014,-0.142180088004341,0.473157953404156
"28",-0.215651020032312,-1.1873611724117,1.45389323584895,-0.142180088004341,0.473157953404156
"29",-0.215651020032312,-1.1873611724117,1.45389323584895,-0.142180088004341,0.473157953404156
